Study	Study_accession	Sample_type	Sample_group	Secondary_sample_accession	Run_accession	Sample_alias	Host	Common_name	Species	Subspeices	Kind	Habitat	Diet	Country	Other_sample_codes	Age_BP	avg_gc	avg_rl	No_reads_no_human
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2226415		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2226419		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2237497		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2244726		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2244797		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2244870		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2246318		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2249296		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2249354		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2249381		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2249674		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2250467		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2250576		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2250579		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2250588		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2250642		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475535	SRR2250666		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	115.028686487956	213306
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2224260		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2224263		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2224436		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2224443		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2224449		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2224474		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2224479		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2224664		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2227936		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2236832		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2236852		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2237743		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2237751		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2243548		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2243850		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2244015		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2244855		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2245500		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2245608		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2245765		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2247031		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRR2248630		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	116.072778494283	138791
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2193363		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2243472		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2243517		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2244231		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2244387		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2244629		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2245626		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2246448		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2247038		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2248298		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2248629		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2249248		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2249261		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2250376		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2250468		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2250478		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2250583		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2250594		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2250603		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2250619		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2250623		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRR2251630		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	40	111.943816149133	77193
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2221889		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2226877		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2228006		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2228196		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2228204		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2228251		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2228339		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2228406		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2228617		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2236725		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2237062		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2237585		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2243742		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2243956		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2244326		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2244727		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2245155		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2245512		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2245520		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2246307		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2248150		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRR2249177		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.350120817751	99737
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2193523		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2193577		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2237752		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2237787		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2244977		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2245259		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2245444		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2245547		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2245661		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2246840		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2248113		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2249184		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2249914		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2250289		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2250343		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2250479		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2250528		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2250564		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2250569		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2251221		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2251543		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475544	SRR2251616		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.415587030195	268223
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2226825		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2226952		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2227344		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2227740		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2227924		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2228026		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2228239		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2228400		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2237813		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2243481		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2243492		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2243577		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2243809		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2244191		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2244445		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2244825		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2245552		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2245890		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2246560		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2247095		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2248185		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRR2248299		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	116.112392415068	160687
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2223584		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2223903		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2223904		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2231313		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2231338		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2231343		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2231353		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2232002		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2232211		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2232388		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2232424		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2236715		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2236736		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2237410		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2237516		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2243446		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2243611		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2243666		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2243688		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2243792		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2243823		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2243827		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2243922		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2244346		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2244436		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2246033		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2246261		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2246271		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2247029		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2247098		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2247166		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2247176		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2247820		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2248254		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRR2248269		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	114.311259266333	167542
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2226494		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2226495		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2226759		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2226763		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2226766		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2227337		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2227363		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2227366		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2236849		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2237574		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2243508		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2243644		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2243949		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2244739		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2245624		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRR2245689		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.701783281177	133574
