accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_003944405.1	62	100	0.12	475	o__Lactobacillales (UID544)	267	0	2110149	89.438750014305	20	1021104	43.28067136277	2359323	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	4	4	397364	397364	3361	1	2896	NZ_RJMG01000012.1	374445	2	109	NZ_RJMG01000003.1	2897	5315	0	99.793	CP000387.126174.129073	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	117966	117966	t	f	f	363015	363015	Contig	ASM394440v1	na	PRJNA224116	SAMN09631784	20	363015	none	2018-12-12	GCA_003944405.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	9	none	none	none	none	none	2018/12/12	0	1305	6	BCA13	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2359323	11	54	none	2359323	0	RJMG00000000.1	2225	20	1641	3	none	none	none	none	none	none	1345	NZ_RJMG01000014.1	1342	2473	0	99.925	AFAZ01000011.3210.4745	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1 = NCTC 7863	0	20	54	0
RS_GCF_900475505.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2041056	88.8602902922035	1	995125	43.3241892319608	2296927	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	type strain of species	LPSN	f	1	1	2296927	2296927	2296927	4	2896	NZ_LS483385.1	2296927	4	109	NZ_LS483385.1	2896	5349	0	100	LS483385.1758024.1760922	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	2296927	2296927	t	f	f	2296927	2296927	Complete Genome	42925_G01	na	PRJNA224116	SAMEA3672886	none	none	none	2018-06-17	GCA_900475505.1	none	full	none	none	none	1	0	Streptococcus sanguinis	2232	na	12	none	none	none	none	none	2018/06/17	0	1305	4	NCTC7863	SC	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2296927	11	59	assembly from type material	2296927	0	none	2178	1	2296927	4	none	none	none	none	none	none	1544	NZ_LS483385.1	1544	2846	0	99.935	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	59	0
RS_GCF_000188275.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2048018	88.2975324764352	21	1000121	43.27315774922	2319451	RS_GCF_013343115.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H	not type material	none	f	3	1	447953	2312195	5001	1	2895	NZ_GL831108.1	2312195	1	94	NZ_GL831107.1	2894	5345	0	100	AEVH01000020.137.3034	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis VMC66	110056	463890	t	f	f	361196	2312195	Scaffold	ASM18827v1	na	PRJNA224116	SAMN00253296	21	361196	none	2011-02-10	GCA_000188275.1	none	full	none	blood	none	0	0	Streptococcus sanguinis VMC66	2258	na	3	5	1	2312195	2312195	2312195	2011/02/10	16	1305	2	VMC66	Baylor College of Medicine	888825	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis VMC66	8270	2319451	11	47	none	2311181	0	AEVH00000000.1	2214	5	5001	2	1544	2830	0	99.741	3323740	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1544	NZ_GL831108.1	1544	2830	0	99.741	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	8270	19	47	0
RS_GCF_001589015.1	0	100	1.37	475	o__Lactobacillales (UID544)	267	44.44	2121019	89.5739931145625	162	1022706	43.1904948528145	2367896	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	2	2	830973	830973	5134	4	2896	NZ_LAYH01000016.1	5134	1	109	NZ_LAYH01000016.1	2896	5343	0	99.965	AB168126.1.2901	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	14616	14616	t	f	f	396031	396031	Contig	ASM158901v1	na	PRJNA224116	SAMN03480699	162	396031	United Kingdom	2016-03-11	GCA_001589015.1	none	full	none	Oral Cavity	55 N 1.6 W	0	0	Streptococcus sanguinis	2414	na	7	none	none	none	none	none	2016/03/11	0	1305	1	PJM8	University of Malaya	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2367896	11	42	none	2367896	0	LAYH00000000.1	2372	162	5134	1	1544	2846	0	99.935	3323740	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1544	NZ_LAYH01000016.1	1544	2846	0	99.935	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	19	42	0
RS_GCF_003942275.1	15	100	0.44	475	o__Lactobacillales (UID544)	267	0	2131200	89.5099631913796	21	1027080	43.1374212551382	2380964	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	4	4	412442	412442	5122	1	2896	NZ_RJMN01000015.1	107184	2	109	NZ_RJMN01000008.1	2895	5336	0	99.931	AFBD01000017.233.3131	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK330	113379	113379	t	f	f	340564	340564	Contig	ASM394227v1	na	PRJNA224116	SAMN09631777	21	340564	none	2018-12-12	GCA_003942275.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	6	none	none	none	none	none	2018/12/12	0	1305	3	BCC28	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2380964	11	49	none	2380964	0	RJMN00000000.1	2289	21	5122	1	none	none	none	none	none	none	1544	NZ_RJMN01000015.1	1544	2819	0	99.611	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	49	0
RS_GCF_003942485.1	482	100	0.44	475	o__Lactobacillales (UID544)	267	0	2133439	89.3814259792961	27	1029316	43.1323858295993	2386893	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	3	3	424102	424102	5122	1	2896	NZ_RJND01000012.1	107184	2	109	NZ_RJND01000008.1	2895	5336	0	99.931	AFBD01000017.233.3131	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK330	88403	88403	t	f	f	412017	412017	Contig	ASM394248v1	na	PRJNA224116	SAMN09631761	27	412017	none	2018-12-12	GCA_003942485.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	4	none	none	none	none	none	2018/12/12	0	1305	1	BCC37	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2386893	11	53	none	2386893	0	RJND00000000.1	2297	27	5122	1	none	none	none	none	none	none	1544	NZ_RJND01000012.1	1544	2819	0	99.611	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	53	0
RS_GCF_009932775.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2179975	88.8080237747509	3	1056546	43.0416689581844	2454705	RS_GCF_013343115.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H	not type material	none	f	1	1	1733500	1733500	572881	6	2896	NZ_APLR01000003.1	1733500	4	109	NZ_APLR01000001.1	2895	5330	0	99.896	AFBD01000017.233.3131	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK330	818235	818235	t	f	f	1733500	1733500	Contig	ASM993277v1	na	PRJNA224116	SAMN13850658	3	1733500	none	2020-01-27	GCA_009932775.1	none	full	none	none	none	0	0	Streptococcus sanguinis OH0843	none	na	16	none	none	none	none	none	2020/01/27	0	1305	6	OH0843	University of California, Davis, School of Veterinary Medicine	1304891	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis OH0843	0	2454705	11	61	none	2454705	0	APLR00000000.1	2362	3	148324	5	none	none	none	none	none	none	1545	NZ_APLR01000002.1	1545	2815	0	99.547	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	61	0
RS_GCF_013378355.1	0	99.44	0	475	o__Lactobacillales (UID544)	267	0	2042700	87.1992879599926	1	1006151	42.9508252705901	2342565	GB_GCA_013378335.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_I	not type material	none	f	1	1	2342565	2342565	2342565	4	2896	NZ_CP040798.1-#3	2342565	4	109	NZ_CP040798.1	2896	5280	0	99.586	CDMW01000001.1786557.1789454	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	2342565	2342565	t	f	f	2342565	2342565	Complete Genome	ASM1337835v1	na	PRJNA224116	SAMN11579693	none	none	none	2020-07-01	GCA_013378355.1	none	full	none	none	none	1	0	Streptococcus sanguinis	none	na	12	none	none	none	none	none	2020/07/01	0	1305	4	CGMH058	Chang Gung University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2342565	11	60	none	2342565	0	none	2318	1	2342565	4	none	none	none	none	none	none	1545	NZ_CP040798.1	1545	2820	0	99.612	CP000387.1827860.1829410	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	60	0
GB_GCA_015264855.1	0	96.23	1.19	475	o__Lactobacillales (UID544)	267	40	1962845	89.7755297311735	109	946691	43.301413083948	2186392	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	16	15	151421	151421	none	0	none	none	none	0	none	none	none	none	none	none	none	none	20057	22310	f	f	t	39864	40541	Scaffold	ASM1526485v1	na	PRJNA624185	SAMN14571064	109	39864	none	2020-11-06	GCA_015264855.1	derived from metagenome	full	JCVI_12_bin.9	none	none	0	0	Streptococcus sp.	none	na	0	none	none	none	none	none	2020/11/06	11	1306	0	JCVI_12_bin.9	J. Craig Venter Institute	1306	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;x__unclassified Streptococcus;s__Streptococcus sp.	110	2186392	11	16	none	2186282	0	JABZZB000000000.1	2208	98	21568	1	none	none	none	none	none	none	281	JABZZB010000034.1	256	473	4.2e-132	100	AFAZ01000011.3210.4745	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1 = NCTC 7863	110	10	16	0
RS_GCF_000212835.1	0	99.63	0	475	o__Lactobacillales (UID544)	267	0	2109147	88.743079132356	11	1018512	43.0892400010661	2376689	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	2	1	892929	2370945	5091	1	2896	NZ_GL890991.1	5091	1	106	NZ_GL890991.1	2895	5347	0	100	AFFL01000011.228.3126	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1056	214884	792229	f	f	t	440002	2370945	Scaffold	ASM21283v1	na	PRJNA224116	SAMN00253325	11	440002	none	2011-05-11	GCA_000212835.1	none	full	none	blood	none	0	0	Streptococcus sanguinis SK1056	2335	na	3	3	1	2370945	2370945	2370945	2011/05/11	8	1305	1	SK1056;CCUG 59329	Baylor College of Medicine	888820	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK1056	12962	2376689	11	35	none	2363727	0	AFFL00000000.1	2295	3	5091	1	none	none	none	none	none	none	1544	NZ_GL890991.1	1544	2841	0	99.87	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	12962	17	35	0
RS_GCF_000212855.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2088473	88.1051639532372	34	1019929	43.365231673619	2370432	RS_GCF_000212855.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_A	not type material	none	f	8	1	238744	2360643	4899	1	2896	NZ_GL890994.1	2360643	1	109	NZ_GL890993.1	2895	5347	0	100	AFFN01000033.8.2906	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK355	69175	395072	t	f	f	102682	2360643	Scaffold	ASM21285v1	na	PRJNA224116	SAMN00253324	34	102682	none	2011-05-11	GCA_000212855.1	none	full	none	oral cavity	none	0	0	Streptococcus sanguinis SK355	2295	na	3	6	1	2360643	2360643	2360643	2011/05/11	28	1305	1	CCUG 59325;SK355	Baylor College of Medicine	888816	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK355	18481	2370432	11	47	none	2351951	0	AFFN00000000.1	2248	6	4899	1	none	none	none	none	none	none	1544	NZ_GL890994.1	1544	2824	0	99.676	CP000387.1827860.1829410	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	18481	19	47	0
RS_GCF_012911545.1	1	100	0	475	o__Lactobacillales (UID544)	267	0	2106457	89.607869828778	17	1015997	43.2201396235838	2350750	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	2	2	697522	697522	1937	2	1925	NZ_JAALOC010000012.1	103037	1	109	NZ_JAALOC010000007.1	1925	3555	0	100	AFFO01000020.233.3131	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK49	138279	138279	t	f	f	551487	551487	Contig	ASM1291154v1	na	PRJNA224116	SAMN14209003	17	551487	none	2020-04-27	GCA_012911545.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	4	none	none	none	none	none	2020/04/27	0	1305	1	S138	Hangzhou center for disease control and prevention	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2350750	11	49	none	2350750	0	JAALOC000000000.1	2254	17	1967	1	none	none	none	none	none	none	1544	NZ_JAALOC010000011.1	1544	2841	0	99.87	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	49	0
RS_GCF_900635155.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2094187	88.7283532106924	1	1022220	43.3103143219942	2360223	RS_GCF_900635155.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_G	not type material	none	f	1	1	2360223	2360223	2360223	4	2896	NZ_LR134002.1	2360223	4	109	NZ_LR134002.1	2898	5260	0	99.448	LAWG01000012.1992.4889	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	2360223	2360223	t	f	f	2360223	2360223	Complete Genome	36725_F02	na	PRJNA224116	SAMEA3307890	none	none	none	2018-12-19	GCA_900635155.1	none	full	none	none	none	1	0	Streptococcus sanguinis	none	na	12	none	none	none	none	none	2018/12/19	0	1305	4	NCTC 10904	SC	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2360223	11	61	none	2360223	0	none	2234	1	2360223	4	none	none	none	none	none	none	1545	NZ_LR134002.1	1545	2820	0	99.612	CP000387.1827860.1829410	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	60	0
GB_GCA_015265135.1	0	87.2	1.5	475	o__Lactobacillales (UID544)	267	50	1846932	89.9508052768536	94	895031	43.590537820422	2053269	RS_GCF_003943655.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_F	not type material	none	f	18	18	116436	116436	none	0	none	none	none	0	none	none	none	none	none	none	none	none	21843	21843	f	f	t	35866	35866	Contig	ASM1526513v1	na	PRJNA624185	SAMN14571050	94	35866	none	2020-11-06	GCA_015265135.1	derived from metagenome	full	JCVI_39_bin.4	none	none	0	0	Streptococcus cristatus	none	na	0	none	none	none	none	none	2020/11/06	0	45634	0	JCVI_39_bin.4	J. Craig Venter Institute	45634	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus cristatus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus cristatus	0	2053269	11	7	none	2053269	0	JABZYN000000000.1	2017	94	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	5	7	0
GB_GCA_905373175.1	0	96.07	0.25	475	o__Lactobacillales (UID544)	267	100	2036482	89.8768193431277	37	976019	43.0750104044426	2265859	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	5	5	374531	374531	none	0	none	none	none	0	none	none	none	none	none	none	none	none	61239	61239	f	f	t	164354	164354	Contig	SRR9217452-mag-bin.9	na	PRJEB43277	SAMEA8395238	37	164354	none	2021-03-26	GCA_905373175.1	derived from metagenome	full	SRR9217452-mag-bin.9	none	none	0	none	Streptococcus sanguinis	none	na	none	none	none	none	none	none	2021/03/26	0	1305	none	SRR9217452-mag-bin.9	EMG	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2265859	none	none	none	2265859	0	CAJPRV000000000.1	2201	37	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	9	17	0
RS_GCF_000191085.1	0	100	0.19	475	o__Lactobacillales (UID544)	267	0	2049689	89.0752026116466	15	993735	43.3403565760362	2301077	RS_GCF_013343115.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H	not type material	none	f	3	1	496961	2295323	5101	1	2896	NZ_GL872308.1	5101	1	109	NZ_GL872308.1	2895	5347	0	100	AEWY01000016.233.3131	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK353	152857	767025	t	f	f	380065	2295323	Scaffold	ASM19108v1	na	PRJNA224116	SAMN00253310	15	380065	none	2011-03-04	GCA_000191085.1	none	full	none	oral cavity	none	0	0	Streptococcus sanguinis SK353	2254	na	3	3	1	2295323	2295323	2295323	2011/03/04	12	1305	1	SK353;CCUG 59324	Baylor College of Medicine	888815	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK353	8214	2301077	11	47	none	2292863	0	AEWY00000000.1	2201	3	5101	1	none	none	none	none	none	none	1544	NZ_GL872308.1	1544	2846	0	99.935	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	8214	19	47	0
RS_GCF_000191105.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2059124	89.5937804166491	12	994701	43.2861119040822	2298289	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	2	1	923550	1356962	4831	1	2835	NZ_GL872313.1	1356962	1	109	NZ_GL872311.1	2835	5236	0	100	AB168126.1.2901	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	191497	255365	t	f	f	433362	1356962	Scaffold	ASM19110v1	na	PRJNA224116	SAMN00253311	12	433362	none	2011-03-04	GCA_000191105.1	none	full	none	blood	none	0	0	Streptococcus sanguinis SK405	2253	representative genome	3	9	1	1356962	396295	381506	2011/03/04	3	1305	1	CCUG 59326;SK405	Baylor College of Medicine	888817	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK405	321	2298289	11	47	none	2297968	0	AEWZ00000000.1	2200	9	4831	1	none	none	none	none	none	none	1544	NZ_GL872313.1	1544	2846	0	99.935	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	321	19	47	0
